candidate_id,file,function,error_line,candidate_type,severity,evidence_level,evidence_score,matched_protocol_ids,required_actions,has_exception_hints,exception_hints,released_by_wrapper_possible,ownership_transfer_possible,manual_verdict,manual_confidence,manual_confirmed_exception,manual_exception_type,manual_score_adjustment,manual_reason,score_explanation,missing_evidence,final_return_expr
candidate_fcfabfb7e5bc,fs/ext4/migrate.c,ext4_ext_migrate,530,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_eb35848ba193,fs/ext4/migrate.c,ext4_ext_migrate,534,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_43f9a639e511,fs/ext4/migrate.c,ext4_ext_migrate,537,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_283599bee0a9,fs/ext4/migrate.c,ext4_ext_migrate,563,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,70,"[""lock.down_read.up_read""]","[""up_read""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""journal or lock protocol violation without exception hints +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",retval
candidate_1b062282df8b,fs/ext4/super.c,ext4_fill_flex_info,3205,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_167d182b60aa,fs/ext4/xattr.c,ext4_expand_extra_isize_ea,2837,error_swallowed,P1,E1_LLM_TRUE_CANDIDATE,70,[],[],false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_e54a8ac13007,fs/ext4/inode.c,ext4_bread_batch,911,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",err
candidate_e5746f4b56b5,fs/ext4/mballoc-test.c,mbt_grp_ctx_init,95,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-ENOMEM
candidate_4aa8aa7a2552,fs/ext4/mballoc.c,ext4_mb_add_groupinfo,3327,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-ENOMEM
candidate_76d09ec9a177,fs/ext4/mballoc.c,ext4_mb_add_groupinfo,3341,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-ENOMEM
candidate_d07c3504e537,fs/ext4/mballoc.c,ext4_mb_init,3585,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_e01daf93d82d,fs/ext4/mballoc.c,ext4_mb_init,3598,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree"", ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree"", ""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_2748783d7be7,fs/ext4/mballoc.c,ext4_mb_init,3621,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree"", ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree"", ""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_fbeee2e46932,fs/ext4/mballoc.c,ext4_mb_init,3639,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree"", ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree"", ""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_00418b6c3c87,fs/ext4/mballoc.c,ext4_mb_init,3646,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree"", ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree"", ""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_40b6217f48ca,fs/ext4/mballoc.c,ext4_mb_init,3698,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree"", ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree"", ""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_a784b2c6eb10,fs/ext4/mballoc.c,ext4_mb_init,3717,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree"", ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree"", ""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_262b9e53cda2,fs/ext4/mballoc.c,ext4_mb_init_cache,1307,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-ENOMEM
candidate_ea79480eba7d,fs/ext4/mballoc.c,mb_group_bb_bitmap_alloc,625,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",unknown
candidate_1ddf7a965135,fs/ext4/namei.c,__ext4_read_dirblock,154,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ERR_PTR(-EFSCORRUPTED)
candidate_4761678286b1,fs/ext4/namei.c,ext4_ci_compare,1415,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-ENOMEM
candidate_21a9396e0ac3,fs/ext4/namei.c,ext4_ci_compare,1419,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_0fb11a460435,fs/ext4/namei.c,ext4_fname_setup_ci_filename,1459,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-ENOMEM
candidate_22778481313c,fs/ext4/orphan.c,ext4_init_orphan_info,601,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_6687eb3c76c1,fs/ext4/symlink.c,ext4_get_link,95,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ERR_PTR(-ECHILD)
candidate_56ce47a1dfff,fs/ext4/xattr.c,ext4_xattr_block_set,2029,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",false,[],false,false,,,,,0,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",error
candidate_dcf46379ed4d,fs/ext4/inode.c,ext4_bread,896,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,53,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",true,"[{""type"": ""released_by_wrapper"", ""protocol_id"": ""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse"", ""function"": ""put_bh"", ""resource_kind"": ""buffer_head"", ""confidence"": ""high""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""buffer_head"", ""resource_expr"": ""bh"", ""line"": 892, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_buffer_uptodate(bh)"", ""protocol_id"": ""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""buffer_head"", ""resource_expr"": ""bh"", ""line"": 895, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_read_bh_lock(bh, REQ_META | REQ_PRIO, true)"", ""protocol_id"": ""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""}]",true,true,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ERR_PTR(ret)
candidate_65d848d5f1fd,fs/ext4/orphan.c,ext4_init_orphan_info,610,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,53,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""buffer_head"", ""resource_expr"": ""ob_bh"", ""line"": 609, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_orphan_block_tail(sb, oi->of_binfo[i].ob_bh)"", ""protocol_id"": ""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""}]",false,true,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_f3e8e44a00d3,fs/ext4/orphan.c,ext4_init_orphan_info,615,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,53,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""buffer_head"", ""resource_expr"": ""ob_bh"", ""line"": 609, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_orphan_block_tail(sb, oi->of_binfo[i].ob_bh)"", ""protocol_id"": ""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""}]",false,true,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_77e57a9c642f,fs/ext4/xattr.c,ext4_xattr_block_set,2066,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,53,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2031, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2032, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2033, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2034, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ENTRY(header(s->base)+1)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2035, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ENTRY(header(s->base)+1)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2064, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}]",false,true,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",unknown
candidate_0e97334a3c78,fs/ext4/xattr.c,ext4_xattr_block_set,2068,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,53,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2031, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2032, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2033, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2034, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ENTRY(header(s->base)+1)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2035, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ENTRY(header(s->base)+1)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2064, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}]",false,true,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",error
candidate_0a7e330ef6d6,fs/ext4/xattr.c,ext4_xattr_block_set,2086,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,53,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2031, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2032, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2033, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2034, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ENTRY(header(s->base)+1)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2035, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ENTRY(header(s->base)+1)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2064, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}]",false,true,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",unknown
candidate_bbc4a182868e,fs/ext4/xattr.c,ext4_xattr_block_set,2122,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,53,"[""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""]","[""kfree""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2031, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2032, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2033, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2034, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ENTRY(header(s->base)+1)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2035, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ENTRY(header(s->base)+1)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""memory"", ""resource_expr"": ""base"", ""line"": 2064, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""header(s->base)"", ""protocol_id"": ""memory.kmalloc.kzalloc.kcalloc.kmem_cache_alloc.kfree""}]",false,true,,,,,0,,"[""E0 static rule base +10"", ""E1 LLM true_candidate auxiliary signal +20"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",unknown
